frequency,raw
755.67,0.00
763.23,-0.14
770.86,-0.27
778.57,-0.39
786.35,-0.53
794.22,-0.67
802.16,-0.80
810.18,-0.94
818.28,-1.04
826.46,-1.13
834.73,-1.19
843.08,-1.21
851.51,-1.22
860.02,-1.22
868.62,-1.22
877.31,-1.21
886.08,-1.18
894.94,-1.16
903.89,-1.11
912.93,-1.05
922.06,-0.95
931.28,-0.87
940.59,-0.75
950.00,-0.64
959.50,-0.53
969.09,-0.41
978.78,-0.33
988.57,-0.26
998.46,-0.19
1008.44,-0.14
1018.53,-0.11
1028.71,-0.09
1039.00,-0.09
1049.39,-0.09
1059.88,-0.13
1070.48,-0.18
1081.19,-0.20
1092.00,-0.21
1102.92,-0.18
1113.95,-0.13
1125.09,-0.05
1136.34,0.05
1147.70,0.14
1159.18,0.18
1170.77,0.20
1182.48,0.23
1194.30,0.21
1206.25,0.20
1218.31,0.15
1230.49,0.07
1242.80,-0.02
1255.22,-0.10
1267.78,-0.17
1280.45,-0.26
1293.26,-0.31
1306.19,-0.33
1319.25,-0.37
1332.45,-0.40
1345.77,-0.44
1359.23,-0.47
1372.82,-0.52
1386.55,-0.54
1400.41,-0.55
1414.42,-0.50
1428.56,-0.42
1442.85,-0.30
1457.28,-0.13
1471.85,0.07
1486.57,0.26
1501.43,0.47
1516.45,0.68
1531.61,0.87
1546.93,1.02
1562.40,1.14
1578.02,1.23
1593.80,1.30
1609.74,1.36
1625.84,1.42
1642.10,1.44
1658.52,1.47
1675.10,1.51
1691.85,1.58
1708.77,1.66
1725.86,1.71
1743.12,1.74
1760.55,1.77
1778.15,1.81
1795.94,1.88
1813.90,1.94
1832.03,2.02
1850.36,2.16
1868.86,2.30
1887.55,2.46
1906.42,2.58
1925.49,2.67
1944.74,2.70
1964.19,2.70
1983.83,2.65
2003.67,2.56
2023.71,2.43
2043.94,2.30
2064.38,2.26
2085.03,2.30
2105.88,2.38
2126.94,2.46
2148.20,2.55
2169.69,2.62
2191.38,2.68
2213.30,2.73
2235.43,2.78
2257.78,2.84
2280.36,2.93
2303.17,3.10
2326.20,3.33
2349.46,3.59
2372.95,3.90
2396.68,4.23
2420.65,4.60
2444.86,4.97
2469.31,5.31
2494.00,5.63
2518.94,5.89
2544.13,6.09
2569.57,6.23
2595.27,6.42
2621.22,6.61
2647.43,6.85
2673.90,7.12
2700.64,7.39
2727.65,7.63
2754.93,7.79
2782.48,7.92
2810.30,8.03
2838.40,8.08
