frequency,raw
15716.30,-7.45
15873.47,-7.49
16032.20,-7.43
16192.52,-7.32
16354.45,-7.07
16517.99,-6.63
16683.17,-6.30
16850.01,-5.81
17018.51,-5.49
17188.69,-5.35
17360.58,-5.35
17534.18,-5.44
17709.53,-5.69
17886.62,-6.40
18065.49,-7.20
18246.14,-9.03
18428.60,-10.53
18612.89,-12.65
18799.02,-15.05
18987.01,-16.58
19176.88,-17.83
19368.65,-18.56
19562.33,-19.22
19757.96,-19.79
19955.54,-20.38
